,ID,Created_at,Location,text,label
8116,1460,5/15/2011 13:47,42.24189 93.32726,This headache is no bueno...,1
8291,1494,5/7/2011 17:06,42.19678 93.38757,I realise Welly isn't tropical ... but even -9999C degrees is a 'lil cold by our standards  ;-),1
8321,1507,5/6/2011 21:07,42.22567 93.34763,Why is it so cold in here?!?!? I'm huddled around my computer for warmth. God I hate #mondays,1
8716,1574,4/30/2011 18:40,42.19412 93.40834,Worried About Flu  China Confines U.S. Students,1
8842,1596,5/4/2011 21:09,42.26164 93.52337,My headache is killing me softly. Wah.,1
9197,1661,5/11/2011 5:56,42.21299 93.32766,Y cnt church just b a short servicr w/ just one song nd then preaching...is it really necessary for church 2 b 4 hours long??,1
9226,1664,5/11/2011 1:01,42.20709 93.37,#DontYouJustHateItWhen people have morning breathe in the afternoon,1
9584,1718,5/10/2011 22:06,42.23275 93.36641,headache. hot drink  my bed  + i'm a celeb. sorted!,1
9767,1749,5/1/2011 3:10,42.21682 93.35642,Those durian is making me HOT..  Like flush out hot!,1
9872,1763,5/5/2011 17:27,42.24041 93.35402,cough terror is everywhere,1
9892,1767,5/8/2011 2:01,42.23393 93.31648,#dontyoujusthateitwhen youve got fever and nobody cares with you :(,1
9973,1779,5/14/2011 18:14,42.22302 93.35682,my hair just got cought on fire!!!,1
10620,1896,5/1/2011 17:08,42.2068 93.38238,O syaireen when will u ever learn?if its haram it IS haram.in terms of trading or rltnships no good cn come out of it.Allah is teaching,1
10950,1950,5/14/2011 18:02,42.23717 93.32207,Fixing to go on Cavuto about flu,1
11096,1980,5/12/2011 17:36,42.2528 93.30689,#dontyoujusthateitwhen u get a pap-smear and the clamps r cold...daaaamn,1
11113,1983,5/1/2011 20:09,42.22066 93.33925,Just breathed in Dr. Pepper. Oh  God  my gullet is on fire.,1
11233,2003,5/11/2011 3:27,42.20886 93.35123,Just doubled up my duvet with a sleeping bag! Take that life! Not so cold now are you :),1
11272,2007,5/15/2011 14:07,42.20326 93.34404,is feeling crook with flu  who drove the bus over me??,1
11328,2021,4/30/2011 13:48,42.2696 93.47744,My bra is toooo tight I can't breath,1
11463,2049,5/3/2011 9:22,42.21506 93.23899,my freakin' headache is still there... my head says: 'no work today' ...if only it would be that easy...,1
11686,2100,5/2/2011 9:29,42.26341 93.4415,I sure hope Fire Safety doesn't come in my office today. I have the AC blasting for the migraine and the heating pad for the cramps...,1
11759,2110,5/15/2011 14:43,42.22655 93.36641,My whole body is aching and I have a hideous chesty cough...might have to go see my Doc tomorrow :(,1
12038,2174,5/7/2011 10:06,42.24572 93.33206,Disaster Prevention  Mitigation Dept: Four provinces still affected by flood  death toll reaches 257; 15 provinces face extended cold sp,1
12155,2192,4/30/2011 11:53,42.24189 93.34364,Best feeling in the world... When ur nekkid  house is cold so u get warm under some sheets  Aaahhh yes! Who wants to join me?,1
12223,2200,4/30/2011 21:45,42.29378 93.28493,and cornetto choc mcflurry is the best mc flurry so far. really good. but very sweet.,1
12584,2264,5/1/2011 18:52,42.2242 93.20984,Anyone know how to allow #newtwitter to grab your location in Fluid? No pop up or anything  just hangs. #grateful,1
12671,2274,5/5/2011 20:49,42.20651 93.33525,ohoh!! i had mcflurry topped w chocolate syrup  choc chip and oats. super duper nice!!!! WOOHOO.,1
12723,2284,5/3/2011 0:47,42.21447 93.35722,#dontyoujusthateitwhen someone sits next to you with stank breath...and u can smell it everytime they breathe in and out...YUCK!,1
12833,2303,5/3/2011 18:19,42.29525 93.29291,it is pretty cold inside. 3 people in the last 10 min told me that they loved my accent),1
13017,2328,5/11/2011 22:15,42.24837 93.41354,It's sooooo cold outside! I think my fridge is even warmer!,1
13027,2329,5/14/2011 11:42,42.19442 93.40315,Caffeine withdrawal is no fun. I've never had Advil-resistant headaches before!,1
13075,2337,5/5/2011 21:32,42.25928 93.45707,Anybody have an extra bottle of Haitian Rum?? I'm told that's what is gonna send this cold back to where it came from!!!,1
13280,2376,5/5/2011 2:08,42.21741 93.34763,Owning a home is a keystone of wealth.. both financial affluence and emotional security. Suze Orman,1
13426,2408,5/8/2011 21:53,42.29702 93.28852,Trust to god  If I see who I think the special guest is *cough* eminem or *cough* Jay-Z..... Than I will u know. #dropdead,1
13480,2412,5/3/2011 20:53,42.23746 93.33126,But I'm not going back to work till after the 14th of January my doctor wants me to tone down the stress and fatigue in my life.,1
13583,2426,5/2/2011 20:18,42.20562 93.33325,he who walks the fire breath,1
13656,2436,5/9/2011 13:30,42.19412 93.35642,has decided cold is easier to escape than hot: Wrap up in blankets to escape cold  but once you're naked you're stuck hot without AC.,1
13889,2471,5/16/2011 11:18,42.16346 93.45747,Golden Mile is like a little vietnam...the exact spot i'm standing in right now smells like the worst dragon breath ever,1
14101,2519,5/5/2011 7:45,42.23717 93.35323,#ilove that my mom works at a pharmacy  free drugs and cough drops for all!,1
14148,2525,4/30/2011 13:57,42.19206 93.26296,Cold Case Files,1
14342,2558,5/1/2011 23:02,42.23157 93.34763,Prayer Request: Please pray for a 1 mnth old baby boy  Guiseppi Garrett  who is being moved to St Joesphs w/ pneumonia. Cmon intercessor,1
14596,2588,5/7/2011 1:13,42.27491 93.26416,One minute I'm cold and now I'm sweating like crazy. And I'm barely wearing anything. Being sick is grand.,1
15113,2695,5/6/2011 1:41,42.23923 93.34324,I feel horrible...fever and hunger is a bad combo,1
15143,2700,5/11/2011 14:33,42.2755 93.24179,Man is a goalseeking animal. His life only has meaning if he is reaching out and striving for his goals,1
15548,2776,5/14/2011 11:31,42.21063 93.40115,Fire drill... In the cold..... Who's smart idea was that?,1
15669,2789,5/9/2011 18:26,42.22213 93.3692,Teaching a child with ADHD is comparable with that of entering a dark room  searching for a black cat that doesn't exist.,1
15811,2817,5/8/2011 17:10,42.23687 93.42073,The GF is fixing lunch. Still have a headache from this weekend,1
15937,2833,5/16/2011 7:56,42.23953 93.25417,I'm soo over having the stomach flu :( can't believe my first real meal in 4 days got me sick again! -_-,1
16102,2874,4/30/2011 16:14,42.20709 93.37519,is turned insomniac...,1
16208,2889,5/16/2011 11:00,42.24454 93.33046,it is so cold its hard to think.,1
16215,2889,5/12/2011 11:01,42.23275 93.33685,Geocaching is always an exercise in frustration for us.  We keep doing it anyway.  (No finds today.),1
16259,2900,5/16/2011 15:09,42.28287 93.45028,Got my Christmas cards in the mail this week. Now to spend a few hours writing them out. Hand cramps are a sign of a joyous holiday seas,1
16283,2906,5/6/2011 7:20,42.2923 93.55093,is not preaching today!,1
16308,2909,5/14/2011 10:09,42.27933 93.43471,Is it just me or has it been cold out for the past few days ?,1
16311,2909,5/6/2011 10:09,42.25722 93.37879,Adm!! I guess Gabe partied to hard last night.. he is so hungover and vomiting! Help me NERA girls!,1
16312,2909,5/7/2011 10:09,42.23599 93.33166,I need to breath deeply  be calm and enjoy every moment. After all  this is my last year in high school.,1
16397,2922,5/4/2011 15:53,42.23982 93.33565,Omg!!! It's saying SNOW!! will i finally get my snow! i have massive headache still so that'd be an awesome surprise!,1
16418,2925,5/10/2011 3:37,42.22862 93.55533,Hotmail is giving me big headache! Not working!,1
16468,2935,5/14/2011 21:43,42.25781 93.38278,Gone to bed with vics rubbed into the soles of my feet to cure man flu. It's an old wives tale apparently - at least my feet smell nice!,1
16471,2940,5/9/2011 23:46,42.2752 93.40994,Beautiful Saturday. Breathe. Okay  now before you get too comfortable. Thank him for another day. Peace. Love. GOD.,1
16527,2953,5/4/2011 2:37,42.24159 93.42512,My tummy is aching weirdly.,1
16668,2984,5/8/2011 2:54,42.23334 93.32447,Whether its flu or a cough al i knw is im sick....literali...,1
16838,3019,5/10/2011 9:22,42.22331 93.5066,Coughing fire sneezing ice,1
16946,3050,5/7/2011 16:32,42.28818 93.37,It's so cold I have ice skaters skating round my nipples!,1
17080,3075,5/8/2011 17:36,42.21977 93.39237,Arctic Cold War,1
17170,3089,5/9/2011 17:37,42.23452 93.32926,#dontyoujusthateitwhen ppl talk iish and claim to be real in the same breath?,1
17244,3103,5/1/2011 3:56,42.27668 93.38718,I dreamt about recipes all night. No joke. Woke up with them running through my mind. Is this like being fluent in a new language.,1
17490,3134,5/16/2011 15:31,42.29054 93.39317,#dontyoujusthateitwhen someone scolds you for no reason? #ohteenthoughts,1
17571,3143,5/4/2011 22:38,42.21447 93.3684,Watching #ColdCase from the other night. Shameless flirting for information is shameless.,1
18068,3239,5/2/2011 8:23,42.23776 93.36361,IS dIS SUPPOSEd O2 bE dHa SWiNE flU? LMfaOOOO #DEaDDD,1
18186,3262,5/1/2011 2:00,42.26076 93.54694,Wanna get wet   Is it hot outside cuz its cold in here.. hmmm,1
18473,3307,5/10/2011 15:02,42.21152 93.55892,Is it sad that I'm willing to buy a $45 cheap monday tee because COUGH has worn one?,1
18537,3318,5/2/2011 3:01,42.24454 93.34084,Your world is my world and my fight is your fight my breath is your breath,1
18655,3332,5/1/2011 3:51,42.27786 93.4387,Yeah  it's cold  but hey  I get to wear my favourite winter coat out.,1
18747,3344,5/8/2011 21:19,42.21476 93.38158,Pictures tomorrow. My hair is super dry today from bleaching it.,1
18941,3372,5/15/2011 22:05,42.28759 93.26376,headache once again? yh this is some bs  i'm off to bed,1
18996,3391,5/10/2011 6:16,42.23864 93.3696,Ted Kyzinski cleans when he is flustered,1
19039,3395,5/15/2011 21:15,42.20061 93.36361,Ice and fire  cold and hot  which one I would rather be?,1
19457,3474,5/1/2011 17:13,42.23982 93.33525,Doesn't help that the cold makes my eyes and nose leak,1
19504,3480,5/1/2011 20:12,42.17879 93.39756,eating a nice cold #icepop... life is gooooooooooood.,1
19551,3486,5/6/2011 21:43,42.22361 93.34564,What is the opposite of Emo? Cold hearted?,1
19813,3528,5/15/2011 19:55,42.27402 93.43471,EDITORIAL; Flu Vaccine  Then and Now,1
20144,3601,5/11/2011 11:16,42.24012 93.34923,Disney Technology Tackles a Theme-Park Headache: Lines,1
20244,3618,5/10/2011 10:01,42.18203 93.54814,The federal reserve doesn't want to fumble in the shower -- first too hot  then too cold. But maybe someone could fix shower technology!,1
20300,3625,5/12/2011 13:36,42.24926 93.30649,better go get ready for one very cold cloddy bbq.. bye bye dudes and dudetes!!,1
20639,3682,5/9/2011 22:09,42.23628 93.33365,My charcoal is at 500.  The potatoes are roasting.  The steaks are seasoned and waiting.  The beer is cold.  Hit it.,1
20641,3682,5/16/2011 22:09,42.19913 93.34644,This headache is roughhh,1
20744,3699,5/6/2011 4:46,42.20061 93.56132,Right now  my idea is  when my dad goes to sleep  i go out in the freezing cold  and search for the ipod in the car!,1
20840,3721,4/30/2011 1:45,42.28936 93.28612,US Magazine &#8211; True Blood Fever and Blood Relations!,1
21269,3784,5/8/2011 21:53,42.2124 93.36401,#dontyoujusthateitwhen you get random headache when you've to do something important,1
21286,3789,5/12/2011 21:01,42.27167 93.372,U.S. Tries to Breathe Life Back Into Mideast Talks,1
21411,3812,5/4/2011 21:26,42.21093 93.27574,I feel like going to sleep. This headache is going to kill me. It feels like someone is squeezing my brain. #followmeJP #sougofollow,1
21417,3813,5/1/2011 15:24,42.21181 93.368,my house is always so cold. ; hma&lt;33,1
21418,3813,5/15/2011 15:24,42.2068 93.38757,& all I can taste is this moment  and all I can breathe is your life  when sooner or later it's over  I just don't want to miss you toni,1
21561,3851,5/11/2011 17:16,42.22272 93.35562,I'm hitting the road  I've that if you're cold like me  the road is not afraid to hit back!,1
21916,3919,5/10/2011 23:31,42.21506 93.39117,Heat & humidity & fatigue combined to taint a family evening last night. Swearing was involved. Heat broke & so did we. This American li,1
22343,3994,5/16/2011 5:15,42.22125 93.46826,Im glad the kiwi and orange fever is back. Life is gonna be so much more interesting. :),1
22529,4030,5/13/2011 21:24,42.17407 93.45148,I'm feeling a bit feverish and my throat is starting to get sore again. This is NOT the time to get sick!,1
22700,4055,5/2/2011 19:11,42.21329 93.32846,#dontyoujusthateitwhen people have bad breath and they want to talk allllll in your face,1
22886,4086,5/12/2011 22:18,42.21918 93.39636,Adobe Coldfusion 9 is great. Haven't I said that before?,1
22896,4089,5/6/2011 0:59,42.20975 93.32247,Coors Light truck overturned on the highway. Smh...the #oilspill was bad but this hits home. RIP cold ones.,1
23055,4113,4/30/2011 2:24,42.23363 93.3672,also  listening to black breath is only making everything that much more intense,1
23147,4129,5/11/2011 23:59,42.23216 93.20824,Your heart is for u to breathe.... So stop waisting your breath,1
23512,4198,5/2/2011 21:28,42.22243 93.41673,Owies. Stupid wig is too tight  always gives me a headache. &gt;_&lt; Not the wig's fault really  though  I have too much hiar to shove,1
23704,4242,5/1/2011 0:09,42.21594 93.38518,My headache is not getting any better and this train ride is not getting any faster.,1
23864,4278,5/2/2011 9:32,42.20886 93.25497,It was too cold to even sit by the  camp fire tonight. I had a sweat shirt and sweat pants on and still got totally chilled.,1
23880,4283,5/16/2011 11:34,42.22449 93.36201,The cough medicine is making me super drowsy  wanna sleep.......,1
23889,4284,5/11/2011 22:05,42.25044 93.51219,Finally home.. back is aching,1
23895,4284,5/5/2011 22:05,42.23304 93.34484,Revenge is best served as a cold dish and sucka's will get served better know this.,1
24086,4329,5/10/2011 22:38,42.23628 93.45268,In fact (joke approaching) my TV career was long dead before (ho ho) COLOUR (guffaw) telly became (chortle) mainstream. ROFL++,1
24332,4380,5/12/2011 20:57,42.26223 93.3676,DIAGNOSIS; Feverish Times,1
24394,4389,5/2/2011 13:31,42.24041 93.35003,Kay so i think today is officially the coldest day of the year! ohhhh my goodnessss,1
24554,4418,5/8/2011 14:22,42.29555 93.29571,I need a bishop preaching fire to get away with my sins,1
24580,4420,4/30/2011 10:49,42.27727 93.25177,G11 soon... I don't wanna fight giant pythons that breathe fire...,1
24872,4462,5/9/2011 15:47,42.28405 93.25377,My insomnia is definitely starting to hit me right now. It's only 9:30 and I am literally slowly starting to fall asleep.,1
24982,4486,4/30/2011 12:33,42.21682 93.34004,On a way to go home after working. Breathing fresh air at night is great!!:D,1
25107,4508,5/9/2011 22:49,42.21093 93.37679,That new nba 2k11 is gonna be a beast. I have seen the unfinished demo and MJ is stupid coldblooded,1
25562,4618,5/8/2011 20:04,42.18646 93.34763,Head. Is. Aching. Like. Hell.,1
25718,4642,5/15/2011 17:06,42.22655 93.32886,Ron Paul  G.O.P. Loner  Comes In From Cold,1
25962,4679,5/15/2011 21:12,42.24778 93.40834,I got a big big headache due to the inmense quantity of CO2 that's in my room because I've turned the heater on for hours #epic fail!!,1
26051,4699,5/4/2011 10:40,42.1785 93.33365,Just took a detour through Starbucks  I'm bout to be late for field placement and I'm teaching first period  yikes!,1
26299,4734,5/12/2011 16:48,42.2466 93.34564,I guess i'm doing the #TTC 'training camp' thing but this is the expert  edition! I'm teaching 'Slap Up 101'! #ClubberLangMode,1
26340,4741,5/8/2011 12:03,42.29466 93.51978,You're my fire when I'm cold...,1
26594,4776,4/30/2011 16:38,42.20503 93.39277,I bet it's rough. I couldn't even imagine. constantly being cold  hungry  out of your mind from meth/crack/heroine. The drugs is what st,1
26640,4786,5/8/2011 20:48,42.29172 93.47664,Bloody diarrhea; ab cramps; 4 a month & now with fever; low BP; tachycardia; ab dist & tenderness: consider UC induced toxic megacolon#u,1
26950,4838,5/16/2011 11:15,42.23687 93.35083,My breathing is terrible and so I have to be on this stupid breathing machine..haven't done this in like 2yrs....#whyme,1
27147,4875,5/12/2011 22:23,42.28995 93.40155,I think my heart is cold snuff to hate someone . . .,1
27511,4925,5/3/2011 15:10,42.18557 93.53136,Strep throat + asmatha attack + oxygen needed + flu shot allergy reaction = my morning with Vannah at Kaiser,1
27515,4925,5/16/2011 15:10,42.29791 93.30809,if i cough one more time i think my head will fall off and possibly my eyes might pop out. #IHATEBEINGILL,1
27641,4949,5/11/2011 22:57,42.21565 93.34683,Why is my devil blanky upstairs!? So cold :(,1
27790,4975,5/15/2011 4:43,42.19589 93.37799,my coughing is almost gone! thankfully.,1
27859,4983,5/2/2011 15:22,42.17643 93.45308,Every day is so wonderful  and suddenly it's hard to breathe  now and then I get insecure from all the pain  feel so ashamed,1
27881,4985,5/8/2011 3:48,42.24012 93.35402,Feel sorry for anyone watching the debate who was after substance. Wouldn't want to make up your mind based on this fluff. #debate #ausv,1
28103,5025,5/14/2011 21:17,42.21329 93.3716,Revenge is sweet! Esp when u're teaching some kb ungentleman customer that he can't win all the time! :) #fb,1
28439,5084,5/5/2011 7:22,42.21093 93.32207,This office is freakin cold hell cud freeze over.,1
28520,5100,5/2/2011 8:54,42.17732 93.48942,Stanford music fest 2day. Hope my hayfever dnt play up rotten!!,1
28723,5131,5/12/2011 23:09,42.22331 93.33805,vomit is soooo disgusting,1
29009,5161,5/2/2011 2:15,42.20385 93.39596,How come my kids always get sick on the weekend? It was just a slight fever yesterday but today Rudy is just miserable. Even with motrin,1
29016,5161,5/4/2011 2:15,42.23452 93.34484,& what hurts the most is that she scolded me. :'( i need to talk to someone now!,1
29177,5192,5/16/2011 10:10,42.17053 93.21782,It's 2 in the morning and I am wide awake aka caffeine high. Mind is wandering; music playlist on shuffle like la la la. #InsomniaAttack,1
29301,5219,5/3/2011 12:55,42.22479 93.31288,Swine Flu nasal vaccine is now freely available. Use after ur physicians advice before travelling to any endemic areas.,1
29862,5309,5/6/2011 5:34,42.21122 93.38358,If u cudn't get a degree in Music  I swear I wudn't b in skool! Man I bleed  breathe  cry  I even fart music! iLove & iLive for MUSIC!!!,1
29895,5316,5/5/2011 21:40,42.18321 93.51978,Playing fantasy sports/coaching  is 4 athletically handicap peeps  losers  etc.. Its SAD  I ain't finuh lie!!! Lol,1
30004,5339,5/8/2011 4:34,42.24012 93.35802,I got to sleep with you in my arms again. Is there any validity for this unsettled mind of mines? maybe it's just that fever coming back,1
30561,5455,5/11/2011 16:26,42.23776 93.48463,Bc waiting for you is all I can do in this cold war .,1
30643,5468,5/8/2011 22:47,42.23658 93.36561,no lie. mozart's concerto for flute and harp in c major k. 299 is the perfect way to start the morning.,1
31306,5594,5/7/2011 16:22,42.20787 93.32778,I want to write about Coldplay headlining a Music Festival they've headline before!! I can use this to say that rock is NOT dead any mor,1
31338,5596,5/1/2011 3:42,42.28995 93.25577,Dear Deathwing   I need a Feat of Strength; please breathe fire on me and kill me. K. Thx.  -warrior Liz,1
31520,5626,5/3/2011 21:53,42.21093 93.49861,I smell like eucalyptus which  while not unpleasant  is rather overpowering. Also  I hate cherry cough drops; taste like very bad Twizzl,1
31598,5647,5/15/2011 14:36,42.20916 93.35043,this kid loves me but his beer breath is makin me mad.,1
31776,5681,5/13/2011 6:02,42.23334 93.32646,On Darth Vader: 'Is that you breathing? I can't hear myself think. You're a bad guy  you're asthmatic  you're a robot. My advice simplif,1
31816,5691,5/2/2011 9:06,42.2127 93.34284,developing an amazing music track hehe i love the sound of Piano and the flute #musicproduction,1
31963,5716,5/8/2011 1:18,42.21181 93.53775,Q is cold.  Burr!!!,1
32086,5733,5/3/2011 22:58,42.27992 93.40954,FOOD STUFF; Your Cheese Is Gasping For Breath,1
32122,5736,5/14/2011 13:59,42.21682 93.39476,am i getting a cold? or is this allergies? who knows.,1
32176,5742,5/16/2011 17:43,42.21918 93.41993,#ChrisFallows rocks. But does he really think a bicycle helmet is going to help if a breaching Great White lands on him?,1
32321,5774,5/5/2011 0:48,42.23127 93.36481,Is this the year I'm actually on time? #doubtful #fluke,1
32708,5833,5/7/2011 8:09,42.17584 93.42392,it.is.cold. but its 69 degrees :D,1
32817,5854,5/14/2011 17:09,42.29083 93.42831,I have a cough  it makes my eyes water and my throat hurt #sympathyformeplease,1
33107,5895,5/5/2011 13:28,42.24484 93.32087,In my sweats back at the apartment. Gonna take a nap.  Long night ahead.  I have a very special treat later.,1
33195,5918,5/10/2011 16:50,42.16994 93.33645,#dontyoujusthateitwhen its cold & people don't wear socks! wtheck are you crazy -__ that gets me mad,1
33447,5954,5/15/2011 7:06,42.26253 93.5058,My stomach is in cramps off this Martin Episode. I can't stop laughing,1
33475,5957,5/3/2011 12:49,42.22921 93.34763,Happy to report it is cold in my apt.,1
33634,5980,5/13/2011 16:55,42.17525 93.38438,#oneofmyfollowers is a cold freak. I like that;),1
33844,6020,5/15/2011 4:27,42.2696 93.235,Sitting at work with a cold is the WORST.,1
33859,6023,5/13/2011 1:16,42.21329 93.39077,is it me or is it starting to get colder???,1
33980,6042,5/12/2011 20:04,42.20533 93.35802,I found that teaching is not easy. Courage and confidence are definitely needed.,1
34106,6061,5/11/2011 13:53,42.24071 93.56092,I made my world-famous beef & noodles. Great for a cold  gray day. Yum  yum!,1
34148,6067,5/7/2011 16:28,42.23245 93.24219,A child is born with a heart of gold. It takes society to turn it cold.,1
34273,6082,5/6/2011 21:06,42.19972 93.40515,Just Breathing His Air  Sharing His Sun and Drinking His Water (Cold Evian) Make Us More Complete,1
34287,6083,5/1/2011 3:08,42.27904 93.54095,Mayor's Budget Would Reduce New York City Teaching Force by 6 700,1
34343,6100,5/3/2011 15:15,42.21741 93.51499,So Dad is STILL trying to persuade me to fly with the airforce when he knows I wouldn't meet the medical requirements...(Hayfever)...,1
34390,6107,5/14/2011 15:16,42.18852 93.2997,Is it really that difficult for once to have some decent TV on Sunday? 'Am I reaching for the stars here? Not really.',1
34689,6160,5/3/2011 19:59,42.18705 93.47265,Ashleigh is teaching me the 'correct' way to ice a cupcake.,1
34813,6176,5/16/2011 3:29,42.22154 93.34803,An apple a day and perhaps some exercise might help u resist the flu season! =),1
34877,6188,5/10/2011 22:26,42.24926 93.4399,want wie weet heb je degene nodig in je leven en beter is dan die duivel die je die toris influistert.,1
34975,6205,5/2/2011 0:19,42.21741 93.36201,Good night my saturday night. Family rawks. Flu kills.,1
35015,6214,5/16/2011 21:32,42.24955 93.33286,My study is really cold. I blame this for my not being a best selling author. That and I've technically not yet written anything.,1
35066,6236,5/9/2011 3:57,42.17997 93.19666,bleaching my roots and getting my set list ready for next weeks show!,1
35085,6239,5/5/2011 4:49,42.23245 93.33765,Smile  tho your heart is aching. -Smile,1
35338,6282,5/7/2011 8:48,42.24041 93.32646,Arcade Fire are seconds away from hitting the stage.I'm torn between putting on my sweatshirt or being hipster,1
35391,6288,5/14/2011 20:38,42.26341 93.50181,#SUNDAY is HIS day  But #EverydayGodIsMoving  so I have to acknowledge my every breath!,1
35548,6305,5/10/2011 1:56,42.23511 93.34044,Attention females: do not tell me' I don't know what period cramps are like  my legs are on fire!,1
35628,6312,5/3/2011 21:26,42.241 93.3712,#dontyoujusthateitwhen ur going 'Operation Jumbo Drop' the cold water splashes ur booty??,1
35790,6340,5/1/2011 10:28,42.28346 93.31209,Yo what is the name of the song for the at&t commercial? Sounds like some coldplay or something. Lol  but I love it.,1
